,playerID,nameFirst,nameLast,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,Years_Played,Af,Ef,DPf,HoF,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,G_p_percent,G_c_percent,G_1b_percent,G_2b_percent,G_3b_percent,G_ss_percent,G_lf_percent,G_cf_percent,G_rf_percent,G_of_percent,G_dh_percent,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,throws_R,bats_R,debutYear,finalYear,AVE,OBP,Slug_Percent,OPS
103,adducji01,Jim,Adduci,1983-09-12,1989-07-26,70,144,11,34,8,1,1,15.0,0.0,2,27.0,0.0,1.0,3.0,4,13.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,16,0,0,0,18,0,9,26,12.0,0,0,0,0,0,70,0,0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.2571428571428571,0.0,0.12857142857142856,0.37142857142857144,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1983.0,1989.0,0.2361111111111111,0.24,0.3263888888888889,0.5663888888888888
104,adducji02,Jim,Adduci,2013-09-01,2019-06-01,149,391,48,92,18,4,5,39.0,7.0,29,108.0,0.0,3.0,3.0,4,18.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,0,0,55,0,0,0,28,0,34,62,17.0,0,0,0,0,0,0,0,149,0.0,0.0,0.3691275167785235,0.0,0.0,0.0,0.18791946308724833,0.0,0.22818791946308725,0.4161073825503356,0.11409395973154363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2013.0,2019.0,0.23529411764705882,0.284037558685446,0.340153452685422,0.624191011370868
105,addybo01,Bob,Addy,1871-05-06,1877-10-06,274,1231,227,341,36,13,1,167.0,0.0,20,9.0,0.0,0.0,0.0,6,306.0,207.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,0,0,0,79,5,4,3,2,183,188,0.0,274,0,0,0,0,0,0,0,0.0,0.0,0.0,0.28832116788321166,0.01824817518248175,0.014598540145985401,0.010948905109489052,0.0072992700729927005,0.6678832116788321,0.6861313868613139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1871.0,1877.0,0.2770105605199025,0.2885691446842526,0.3298131600324939,0.6183823047167465
107,aderhmo01,Morrie,Aderholt,1939-09-13,1945-09-30,106,262,36,70,7,3,3,32.0,3.0,19,29.0,0.0,0.0,0.0,5,26.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0,0,0,11,1,0,42,0,3,45,0.0,0,19,87,0,0,0,0,0,0.0,0.0,0.0,0.10377358490566038,0.009433962264150943,0.0,0.39622641509433965,0.0,0.02830188679245283,0.42452830188679247,0.0,0.0,0.1792452830188679,0.8207547169811321,0.0,0.0,0.0,0.0,0.0,1,0,1939.0,1945.0,0.26717557251908397,0.3167259786476868,0.3511450381679389,0.6678710168156257
109,adkindi01,Dick,Adkins,1942-09-19,1942-09-20,3,7,2,1,0,0,0,0.0,0.0,2,2.0,0.0,0.0,0.0,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3,0,0,0,0,0.0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1942.0,1942.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.47619047619047616
112,adkinhe01,Harry,Atkinson,1895-09-25,1895-09-25,1,5,1,2,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1895.0,1895.0,0.4,0.4,0.4,0.8
117,adriaeh01,Ehire,Adrianza,2013-09-08,2019-07-23,338,788,99,191,48,4,11,89.0,17.0,63,167.0,9.0,14.0,9.0,6,516.0,20.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,0,0,15,66,48,139,22,0,0,22,4.0,0,0,0,0,0,0,0,338,0.0,0.0,0.04437869822485207,0.1952662721893491,0.14201183431952663,0.41124260355029585,0.0650887573964497,0.0,0.0,0.0650887573964497,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,2013.0,2019.0,0.24238578680203046,0.29784824462061155,0.3553299492385787,0.6531781938591903
120,agbaybe01,Benny,Agbayani,1998-06-17,2002-09-29,383,1091,145,299,57,6,39,156.0,16.0,139,246.0,15.0,1.0,8.0,5,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,0,0,0,0,0,0,282,10,66,333,4.0,0,0,0,0,0,0,383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7362924281984334,0.02610966057441253,0.17232375979112272,0.8694516971279374,0.010443864229765013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1998.0,2002.0,0.27406049495875345,0.361244019138756,0.44454628780934924,0.8057903069481052
121,ageeto01,Tommie,Agee,1962-09-14,1973-09-30,1129,3912,558,999,170,27,130,433.0,167.0,342,918.0,34.0,21.0,15.0,12,53.0,61.0,18.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1130,0,0,0,0,0,0,67,931,129,1075,0.0,0,0,0,5,1125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05929203539823009,0.8238938053097346,0.11415929203539824,0.9513274336283186,0.0,0.0,0.0,0.0,0.004424778761061947,0.995575221238938,0.0,0.0,0.0,1,1,1962.0,1973.0,0.2553680981595092,0.3179925994449584,0.41232106339468305,0.7303136628396414
122,agganha01,Harry,Agganis,1954-04-13,1955-06-02,157,517,65,135,23,9,11,67.0,8.0,57,67.0,0.0,7.0,6.0,2,103.0,15.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,0,0,139,0,0,0,0,0,0,0,0.0,0,0,0,157,0,0,0,0,0.0,0.0,0.8853503184713376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1954.0,1955.0,0.2611218568665377,0.3270868824531516,0.40425531914893614,0.7313422016020877
123,aglerjo01,Joe,Agler,1912-10-01,1915-10-02,234,751,121,185,22,10,0,36.0,38.0,131,0.0,1.0,21.0,0.0,3,111.0,31.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,0,136,4,0,0,51,11,17,77,0.0,234,0,0,0,0,0,0,0,0.0,0.0,0.5811965811965812,0.017094017094017096,0.0,0.0,0.21794871794871795,0.04700854700854701,0.07264957264957266,0.32905982905982906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1912.0,1915.0,0.24633821571238348,0.3506637168141593,0.3022636484687084,0.6529273652828678
127,aguaylu01,Luis,Aguayo,1980-04-19,1989-09-30,568,1104,142,260,43,10,37,109.0,7.0,94,220.0,20.0,14.0,12.0,10,867.0,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,0,0,0,147,97,259,0,0,0,0,2.0,0,0,0,0,0,568,0,0,0.0,0.0,0.0,0.25880281690140844,0.17077464788732394,0.45598591549295775,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1980.0,1989.0,0.23550724637681159,0.30064308681672025,0.39311594202898553,0.6937590288457058
128,aguilch01,Chris,Aguila,2004-06-28,2008-07-10,149,230,26,53,13,2,3,16.0,2.0,16,61.0,0.0,2.0,0.0,4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,0,0,0,0,0,0,54,3,52,99,1.0,0,0,0,0,0,0,149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3624161073825503,0.020134228187919462,0.348993288590604,0.6644295302013423,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2004.0,2008.0,0.23043478260869565,0.2782258064516129,0.34347826086956523,0.6217040673211781
129,aguilje01,Jesus,Aguilar,2014-05-15,2019-07-24,317,829,122,219,41,2,51,165.0,0.0,87,258.0,11.0,0.0,14.0,5,140.0,12.0,164.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,317,0,0,232,0,7,0,0,0,0,0,15.0,0,0,0,0,0,0,0,317,0.0,0.0,0.7318611987381703,0.0,0.022082018927444796,0.0,0.0,0.0,0.0,0.0,0.0473186119873817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014.0,2019.0,0.26417370325693607,0.3368756641870351,0.503015681544029,0.839891345731064
134,ahmedni01,Nick,Ahmed,2014-06-29,2019-07-24,455,1458,169,334,69,13,36,149.0,17.0,97,297.0,8.0,10.0,11.0,5,1258.0,39.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,0,0,0,2,0,431,0,0,0,0,0.0,0,0,0,0,0,0,0,455,0.0,0.0,0.0,0.004395604395604396,0.0,0.9472527472527472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014.0,2019.0,0.22908093278463648,0.27714646464646464,0.3683127572016461,0.6454592218481108
135,aikenwi01,Willie,Aikens,1977-05-17,1985-04-27,774,2492,301,675,125,2,110,415.0,3.0,319,444.0,18.0,0.0,27.0,8,300.0,42.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774,0,0,548,0,0,0,0,0,0,0,175.0,0,0,0,0,0,774,0,0,0.0,0.0,0.7080103359173127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22609819121447028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1977.0,1985.0,0.27086677367576245,0.3543417366946779,0.4550561797752809,0.8093979164699587
136,aingeda01,Danny,Ainge,1979-05-21,1981-09-22,211,665,57,146,19,4,2,37.0,12.0,37,128.0,4.0,12.0,3.0,3,419.0,24.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,0,0,0,89,80,6,6,25,2,33,5.0,0,0,0,0,0,211,0,0,0.0,0.0,0.0,0.4218009478672986,0.3791469194312796,0.02843601895734597,0.02843601895734597,0.11848341232227488,0.009478672985781991,0.15639810426540285,0.023696682464454975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1979.0,1981.0,0.21954887218045113,0.2593619972260749,0.26917293233082706,0.528534929556902
140,aitonge01,George,Aiton,1912-06-29,1912-07-28,10,17,1,4,0,0,0,1.0,0.0,4,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,6,1,0,7,0.0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1912.0,1912.0,0.23529411764705882,0.38095238095238093,0.23529411764705882,0.6162464985994398
141,akejo01,John,Ake,1884-05-12,1884-07-15,13,52,1,10,0,1,0,2.0,0.0,0,0.0,1.0,0.0,0.0,1,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,9,1,2,0,1,3,0.0,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1884.0,1884.0,0.19230769230769232,0.20754716981132076,0.23076923076923078,0.43831640058055155
144,akersbi01,Bill,Akers,1929-09-08,1932-07-27,174,475,64,124,17,9,11,69.0,7.0,63,64.0,1.0,14.0,0.0,4,329.0,41.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0,0,0,7,47,99,0,0,0,0,0.0,0,175,0,0,0,0,0,0,0.0,0.0,0.0,0.04,0.26857142857142857,0.5657142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1929.0,1932.0,0.26105263157894737,0.3399638336347197,0.40421052631578946,0.7441743599505092
151,alberbu01,Butch,Alberts,1978-09-07,1978-09-28,6,18,1,5,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1978.0,1978.0,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.6111111111111112
153,albergu01,Gus,Alberts,1884-05-01,1891-09-22,120,426,62,84,10,6,1,0.0,0.0,52,0.0,0.0,0.0,0.0,3,316.0,71.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0,0,0,0,61,59,0,0,0,0,0.0,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5083333333333333,0.49166666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1884.0,1891.0,0.19718309859154928,0.28451882845188287,0.25586854460093894,0.5403873730528218
154,alberha01,Hanser,Alberto,2015-05-29,2019-07-24,89,182,14,35,5,1,0,9.0,2.0,4,38.0,0.0,6.0,0.0,3,166.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0,0,4,34,21,22,0,0,0,0,10.0,0,0,0,0,0,0,0,89,0.0,0.0,0.0449438202247191,0.38202247191011235,0.23595505617977527,0.24719101123595505,0.0,0.0,0.0,0.0,0.11235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2015.0,2019.0,0.19230769230769232,0.203125,0.23076923076923078,0.4338942307692308
157,albieoz01,Ozzie,Albies,2017-08-01,2019-07-24,215,856,139,229,49,10,30,100.0,22.0,57,152.0,8.0,2.0,5.0,2,529.0,13.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,215,0,0,0,214,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,215,0.0,0.0,0.0,0.9953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,2017.0,2019.0,0.2675233644859813,0.3168103448275862,0.4532710280373832,0.7700813728649694
160,albrija01,Jack,Albright,1947-05-19,1947-07-27,41,99,9,23,4,0,2,5.0,1.0,10,11.0,0.0,3.0,0.0,1,85.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0,0,0,0,33,0,0,0,0,0.0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1947.0,1947.0,0.23232323232323232,0.29464285714285715,0.3333333333333333,0.6279761904761905
164,alcanar01,Arismendy,Alcantara,2014-07-09,2017-08-09,167,428,51,81,15,3,11,39.0,14.0,24,150.0,2.0,3.0,2.0,4,123.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,0,0,0,46,6,8,3,59,8,70,2.0,0,0,0,0,0,0,0,167,0.0,0.0,0.0,0.2754491017964072,0.03592814371257485,0.04790419161676647,0.017964071856287425,0.3532934131736527,0.04790419161676647,0.41916167664670656,0.011976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,2014.0,2017.0,0.18925233644859812,0.23311546840958605,0.31542056074766356,0.5485360291572496
165,alcanis01,Israel,Alcantara,2000-06-25,2002-08-22,51,115,15,31,3,0,6,15.0,1.0,6,26.0,0.0,0.0,0.0,3,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,11,0,0,0,9,0,14,22,9.0,0,0,0,0,0,0,51,0,0.0,0.0,0.21568627450980393,0.0,0.0,0.0,0.17647058823529413,0.0,0.27450980392156865,0.43137254901960786,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2000.0,2002.0,0.26956521739130435,0.30578512396694213,0.45217391304347826,0.7579590370104203
169,alcarlu01,Luis,Alcaraz,1967-09-13,1970-06-07,115,365,30,70,9,2,4,29.0,2.0,21,58.0,0.0,2.0,2.0,4,240.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0,0,0,87,15,2,0,0,0,0,0.0,0,0,0,0,115,0,0,0,0.0,0.0,0.0,0.7565217391304347,0.13043478260869565,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1967.0,1970.0,0.1917808219178082,0.23333333333333334,0.2602739726027397,0.49360730593607305
170,alcocsc01,Scotty,Alcock,1914-04-19,1914-08-02,54,156,12,27,4,2,0,7.0,4.0,7,14.0,1.0,5.0,0.0,1,96.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,0,0,1,48,0,0,0,0,0,0.0,54,0,0,0,0,0,0,0,0.0,0.0,0.0,0.018518518518518517,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1914.0,1914.0,0.17307692307692307,0.20710059171597633,0.22435897435897437,0.43145956607495073
172,aldremi01,Mike,Aldrete,1986-05-28,1996-09-29,930,2147,277,565,104,9,41,271.0,19.0,314,381.0,5.0,14.0,18.0,10,159.0,19.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930,1,0,286,0,0,0,278,24,135,409,31.0,0,0,0,0,0,618,312,0,0.001075268817204301,0.0,0.30752688172043013,0.0,0.0,0.0,0.2989247311827957,0.025806451612903226,0.14516129032258066,0.4397849462365591,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.6645161290322581,0.33548387096774196,0.0,0,0,1986.0,1996.0,0.2631578947368421,0.35388310648518817,0.37727061015370283,0.7311537166388911
174,aldrico01,Cory,Aldridge,2001-09-05,2010-07-11,13,18,1,1,0,1,0,1.0,0.0,0,9.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0,0,2,1,6,9,0.0,0,0,0,0,0,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,1,0,2001.0,2010.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2222222222222222
177,alenoch01,Chuck,Aleno,1941-05-15,1944-09-23,118,320,34,67,11,3,2,34.0,3.0,31,35.0,1.0,4.0,0.0,4,153.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0,0,5,1,84,3,2,0,0,2,0.0,0,54,64,0,0,0,0,0,0.0,0.0,0.0423728813559322,0.00847457627118644,0.711864406779661,0.025423728813559324,0.01694915254237288,0.0,0.0,0.01694915254237288,0.0,0.0,0.4576271186440678,0.5423728813559322,0.0,0.0,0.0,0.0,0.0,1,1,1941.0,1944.0,0.209375,0.27808988764044945,0.28125,0.5593398876404494
179,alexada01,Dale,Alexander,1929-04-16,1933-09-23,662,2450,369,811,164,30,61,459.0,20.0,248,197.0,6.0,32.0,0.0,5,328.0,71.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662,0,0,616,0,0,0,4,0,0,4,0.0,0,662,0,0,0,0,0,0,0.0,0.0,0.9305135951661632,0.0,0.0,0.0,0.006042296072507553,0.0,0.0,0.006042296072507553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1929.0,1933.0,0.3310204081632653,0.3892543859649123,0.49714285714285716,0.8863972431077695
183,alexahu01,Hugh,Alexander,1937-08-15,1937-09-22,7,11,0,1,0,0,0,0.0,1.0,0,5.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,1,0,3,3,0.0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1937.0,1937.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182
184,alexama01,Matt,Alexander,1973-08-23,1981-10-03,374,168,111,36,4,2,0,4.0,103.0,18,26.0,1.0,8.0,0.0,9,29.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,0,0,0,10,22,1,26,41,32,94,49.0,0,0,0,0,181,193,0,0,0.0,0.0,0.0,0.026737967914438502,0.058823529411764705,0.00267379679144385,0.06951871657754011,0.10962566844919786,0.0855614973262032,0.25133689839572193,0.13101604278074866,0.0,0.0,0.0,0.0,0.4839572192513369,0.516042780748663,0.0,0.0,1,0,1973.0,1981.0,0.21428571428571427,0.28205128205128205,0.2619047619047619,0.543956043956044
185,alexama02,Manny,Alexander,1992-09-18,2006-09-28,594,1271,166,293,50,12,15,115.0,37.0,86,276.0,7.0,19.0,4.0,11,858.0,53.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,1,0,1,190,130,205,4,0,2,6,8.0,0,0,0,0,0,4,590,0,0.0016835016835016834,0.0,0.0016835016835016834,0.31986531986531985,0.21885521885521886,0.3451178451178451,0.006734006734006734,0.0,0.003367003367003367,0.010101010101010102,0.013468013468013467,0.0,0.0,0.0,0.0,0.0,0.006734006734006734,0.9932659932659933,0.0,1,1,1992.0,2006.0,0.23052714398111723,0.2782984859408796,0.3241542092840283,0.6024526952249079
191,alfarja01,Jason,Alfaro,2004-09-09,2004-10-01,7,11,1,2,0,0,0,0.0,0.0,0,5.0,0.0,1.0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2004.0,2004.0,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.3484848484848485
194,alfoned01,Edgardo,Alfonzo,1995-04-26,2006-06-11,1506,5385,777,1532,282,18,146,744.0,53.0,596,617.0,41.0,31.0,55.0,12,3022.0,106.0,447.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1506,0,0,2,549,889,34,0,0,0,0,3.0,0,0,0,0,0,0,1506,0,0.0,0.0,0.0013280212483399733,0.3645418326693227,0.5903054448871182,0.02257636122177955,0.0,0.0,0.0,0.0,0.00199203187250996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1995.0,2006.0,0.28449396471680594,0.3551080550098232,0.42488393686165277,0.7799919918714759
196,alforan01,Anthony,Alford,2017-05-19,2019-04-02,17,27,3,3,1,0,0,1.0,1.0,2,12.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,0,0,0,10,1,5,15,1.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.058823529411764705,0.29411764705882354,0.8823529411764706,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2017.0,2019.0,0.1111111111111111,0.1724137931034483,0.14814814814814814,0.3205619412515964
197,alicelu01,Luis,Alicea,1988-04-23,2002-09-25,1341,3971,551,1031,189,53,47,422.0,81.0,500,624.0,48.0,49.0,45.0,13,2848.0,142.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341,0,0,2,997,109,8,10,0,1,10,75.0,0,0,0,0,0,234,1107,0,0.0,0.0,0.0014914243102162564,0.7434750186428039,0.08128262490678598,0.005965697240865026,0.007457121551081283,0.0,0.0007457121551081282,0.007457121551081283,0.05592841163310962,0.0,0.0,0.0,0.0,0.0,0.174496644295302,0.825503355704698,0.0,1,0,1988.0,2002.0,0.25963233442457817,0.34229351831779753,0.36942835557794007,0.7117218738957376
202,allenbe01,Bernie,Allen,1962-04-10,1973-09-19,1139,3404,357,815,140,21,73,352.0,13.0,370,424.0,8.0,24.0,17.0,12,2347.0,100.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141,0,0,0,913,113,0,0,0,0,0,2.0,0,0,0,159,982,0,0,0,0.0,0.0,0.0,0.8001752848378615,0.09903593339176162,0.0,0.0,0.0,0.0,0.0,0.0017528483786152498,0.0,0.0,0.0,0.13935144609991235,0.8606485539000877,0.0,0.0,0.0,1,0,1962.0,1973.0,0.23942420681551116,0.3120585927282239,0.3572267920094007,0.6692853847376246
203,allenbo01,Bob,Allen,1890-04-19,1900-06-01,607,2216,338,534,77,45,14,306.0,53.0,297,221.0,13.0,0.0,0.0,7,2174.0,330.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607,0,0,0,1,0,605,0,1,0,1,0.0,607,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0016474464579901153,0.0,0.9967051070840197,0.0,0.0016474464579901153,0.0,0.0016474464579901153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1890.0,1900.0,0.24097472924187727,0.3341250989707047,0.3352888086642599,0.6694139076349646
204,allenbo02,Bob,Allen,1919-08-20,1919-09-09,9,22,3,3,1,0,0,0.0,0.0,3,7.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,6,0,6,0.0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1919.0,1919.0,0.13636363636363635,0.2692307692307692,0.18181818181818182,0.45104895104895104
207,allenbr01,Brandon,Allen,2009-08-22,2012-05-09,116,344,44,70,19,2,12,41.0,3.0,42,137.0,1.0,0.0,2.0,4,37.0,6.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0,0,90,0,0,0,17,0,0,17,0.0,0,0,0,0,0,0,32,84,0.0,0.0,0.7758620689655172,0.0,0.0,0.0,0.14655172413793102,0.0,0.0,0.14655172413793102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.7241379310344828,1,0,2009.0,2012.0,0.20348837209302326,0.29048843187660667,0.375,0.6654884318766067
